,book_id,RGB1,HSV1,RGB2,HSV2,RGB3,HSV3
1223,17453187,"(169, 95, 21)","(15, 223, 169)","(83, 32, 11)","(9, 221, 83)","(228, 188, 54)","(23, 195, 228)"
1224,9415946,"(193, 197, 216)","(115, 27, 216)","(18, 17, 21)","(128, 49, 21)","(111, 119, 142)","(112, 56, 142)"
1225,13605727,"(168, 181, 188)","(101, 27, 188)","(198, 207, 212)","(101, 17, 212)","(130, 144, 151)","(100, 35, 151)"
1226,9897164,"(38, 8, 4)","(4, 228, 38)","(150, 28, 10)","(4, 238, 150)","(237, 134, 47)","(14, 204, 237)"
1227,9761778,"(148, 27, 28)","(0, 208, 148)","(75, 2, 2)","(0, 248, 75)","(196, 96, 96)","(0, 130, 196)"
1228,9761771,"(49, 108, 164)","(105, 179, 164)","(9, 41, 92)","(108, 230, 92)","(158, 197, 223)","(102, 74, 223)"
1229,18052875,"(107, 98, 120)","(132, 47, 120)","(46, 41, 61)","(128, 84, 61)","(200, 179, 191)","(163, 27, 200)"
1230,16156357,"(145, 131, 112)","(17, 58, 145)","(216, 205, 186)","(19, 35, 216)","(30, 30, 26)","(30, 34, 30)"
1231,8527908,"(17, 8, 12)","(167, 135, 17)","(91, 17, 35)","(173, 207, 91)","(175, 141, 68)","(20, 156, 175)"
1232,18006496,"(70, 40, 40)","(0, 109, 70)","(155, 76, 82)","(178, 130, 155)","(209, 154, 158)","(178, 67, 209)"
1233,33590260,"(48, 5, 6)","(179, 228, 48)","(111, 74, 73)","(1, 87, 111)","(219, 200, 198)","(3, 24, 219)"
1234,20613470,"(12, 59, 41)","(78, 203, 59)","(59, 125, 95)","(76, 135, 125)","(173, 196, 152)","(46, 57, 196)"
1235,8621462,"(28, 28, 28)","(0, 0, 28)","(162, 162, 162)","(0, 0, 162)","(96, 96, 96)","(0, 0, 96)"
1236,16096824,"(65, 43, 40)","(4, 98, 65)","(188, 56, 50)","(1, 187, 188)","(207, 187, 186)","(1, 26, 207)"
1237,11147422,"(231, 209, 122)","(24, 120, 231)","(147, 87, 15)","(16, 229, 147)","(58, 211, 162)","(80, 185, 211)"
1238,11988046,"(128, 126, 120)","(23, 16, 128)","(223, 213, 199)","(18, 27, 223)","(39, 46, 44)","(81, 39, 46)"
1239,10025007,"(19, 18, 24)","(125, 64, 24)","(61, 60, 70)","(123, 36, 70)","(117, 119, 132)","(116, 29, 132)"
1240,9680718,"(16, 3, 49)","(128, 239, 49)","(68, 23, 127)","(133, 209, 127)","(143, 89, 187)","(137, 134, 187)"
1241,13477883,"(243, 251, 251)","(90, 8, 251)","(156, 206, 217)","(95, 72, 217)","(55, 167, 207)","(98, 187, 207)"
1242,10626594,"(51, 12, 8)","(3, 215, 51)","(109, 48, 32)","(6, 180, 109)","(184, 163, 127)","(19, 79, 184)"
1243,1,"(75, 77, 35)","(31, 139, 77)","(116, 127, 42)","(34, 171, 127)","(198, 195, 62)","(29, 175, 198)"
1244,6382055,"(95, 132, 33)","(41, 191, 132)","(53, 75, 16)","(41, 201, 75)","(188, 212, 148)","(41, 77, 212)"
1245,13422727,"(213, 213, 212)","(30, 1, 213)","(159, 160, 154)","(35, 10, 160)","(83, 86, 75)","(38, 33, 86)"
1246,374855,"(165, 120, 49)","(18, 179, 165)","(227, 188, 113)","(20, 128, 227)","(110, 38, 19)","(6, 211, 110)"
1247,15861491,"(99, 100, 106)","(116, 17, 106)","(37, 35, 39)","(135, 26, 39)","(175, 176, 179)","(113, 6, 179)"
1248,7930335,"(14, 17, 15)","(70, 45, 17)","(78, 85, 76)","(53, 27, 85)","(136, 196, 99)","(49, 126, 196)"
1249,11568316,"(29, 17, 17)","(0, 106, 29)","(80, 69, 70)","(177, 35, 80)","(183, 20, 20)","(0, 227, 183)"
1250,17167166,"(71, 39, 26)","(9, 162, 71)","(149, 91, 56)","(11, 159, 149)","(192, 176, 151)","(18, 54, 192)"
1251,7842288,"(10, 13, 15)","(102, 85, 15)","(62, 71, 74)","(98, 41, 74)","(132, 168, 182)","(98, 70, 182)"
1252,12893742,"(19, 20, 39)","(119, 131, 39)","(137, 84, 50)","(12, 162, 137)","(227, 178, 121)","(16, 119, 227)"
1253,13533758,"(30, 33, 39)","(110, 59, 39)","(85, 92, 104)","(109, 47, 104)","(162, 169, 180)","(108, 26, 180)"
1254,7818881,"(3, 3, 2)","(30, 85, 3)","(249, 250, 244)","(35, 6, 250)","(165, 176, 90)","(34, 125, 176)"
1255,15881,"(138, 77, 93)","(172, 113, 138)","(80, 73, 83)","(141, 31, 83)","(172, 156, 146)","(12, 39, 172)"
1256,12971616,"(208, 199, 170)","(23, 47, 208)","(168, 153, 112)","(22, 85, 168)","(92, 79, 52)","(20, 111, 92)"
1257,11946245,"(26, 35, 41)","(102, 93, 41)","(98, 110, 115)","(99, 38, 115)","(180, 190, 195)","(100, 20, 195)"
1258,8755785,"(113, 82, 63)","(11, 113, 113)","(46, 34, 32)","(4, 78, 46)","(159, 149, 149)","(0, 16, 159)"
1259,8709524,"(134, 119, 114)","(8, 38, 134)","(52, 43, 41)","(5, 54, 52)","(212, 196, 189)","(9, 28, 212)"
1260,8709528,"(66, 26, 38)","(171, 155, 66)","(151, 93, 101)","(176, 98, 151)","(218, 187, 186)","(1, 37, 218)"
1261,9833184,"(163, 104, 80)","(9, 130, 163)","(74, 33, 30)","(2, 152, 74)","(219, 203, 196)","(9, 27, 219)"
1262,8709526,"(79, 90, 116)","(111, 81, 116)","(21, 23, 32)","(115, 88, 32)","(207, 203, 211)","(135, 10, 211)"
1263,13565676,"(2, 3, 5)","(110, 153, 5)","(191, 197, 204)","(106, 16, 204)","(60, 96, 115)","(100, 122, 115)"
1264,3992598,"(47, 43, 80)","(123, 118, 80)","(83, 92, 123)","(113, 83, 123)","(153, 181, 176)","(85, 39, 181)"
1265,9378297,"(126, 122, 123)","(173, 8, 126)","(194, 191, 192)","(170, 4, 194)","(55, 50, 50)","(0, 23, 55)"
1266,7896527,"(26, 23, 21)","(12, 49, 26)","(82, 87, 88)","(95, 17, 88)","(186, 159, 142)","(12, 60, 186)"
1267,257971,"(16, 71, 102)","(101, 215, 102)","(26, 108, 150)","(100, 211, 150)","(144, 179, 199)","(101, 70, 199)"
1268,3236307,"(241, 233, 210)","(22, 33, 241)","(179, 172, 119)","(27, 85, 179)","(111, 90, 54)","(19, 131, 111)"
1269,5907,"(48, 65, 52)","(67, 67, 65)","(188, 115, 61)","(13, 172, 188)","(232, 207, 135)","(22, 107, 232)"
1270,7171748,"(4, 6, 3)","(50, 128, 6)","(131, 204, 214)","(94, 99, 214)","(127, 137, 98)","(38, 73, 137)"
1271,8755776,"(99, 82, 89)","(168, 44, 99)","(37, 34, 38)","(143, 27, 38)","(184, 161, 162)","(179, 32, 184)"
1272,8709523,"(235, 231, 220)","(22, 16, 235)","(151, 151, 143)","(30, 14, 151)","(42, 42, 41)","(30, 6, 42)"
1273,26881479,"(23, 39, 50)","(102, 138, 50)","(114, 118, 119)","(96, 11, 119)","(231, 225, 210)","(21, 23, 231)"
1274,23301545,"(233, 233, 230)","(30, 3, 233)","(149, 147, 133)","(26, 27, 149)","(49, 49, 43)","(30, 31, 49)"
1275,2548866,"(11, 54, 63)","(95, 210, 63)","(78, 126, 136)","(95, 109, 136)","(170, 204, 213)","(96, 51, 213)"
1276,20308537,"(27, 44, 57)","(103, 134, 57)","(200, 202, 189)","(35, 16, 202)","(216, 31, 53)","(176, 218, 216)"
1277,18131,"(95, 98, 131)","(117, 70, 131)","(164, 146, 136)","(11, 44, 164)","(216, 201, 181)","(17, 41, 216)"
1278,6068551,"(240, 246, 249)","(100, 9, 249)","(163, 181, 194)","(103, 41, 194)","(82, 108, 128)","(103, 92, 128)"
1279,14061955,"(49, 33, 35)","(176, 83, 49)","(101, 114, 117)","(96, 35, 117)","(226, 221, 222)","(174, 6, 226)"
1280,7514925,"(46, 15, 11)","(3, 194, 46)","(156, 64, 37)","(7, 195, 156)","(233, 200, 181)","(11, 57, 233)"
1281,13496,"(126, 55, 23)","(9, 208, 126)","(188, 104, 41)","(13, 199, 188)","(236, 197, 148)","(17, 95, 236)"
1282,6752378,"(59, 31, 22)","(7, 160, 59)","(163, 94, 55)","(11, 169, 163)","(217, 157, 107)","(14, 129, 217)"
1283,3777732,"(117, 93, 72)","(14, 98, 117)","(43, 34, 26)","(14, 101, 43)","(186, 164, 132)","(18, 74, 186)"
1284,24490481,"(189, 182, 170)","(19, 26, 189)","(136, 111, 95)","(12, 77, 136)","(56, 42, 32)","(13, 109, 56)"
1285,29358487,"(20, 48, 34)","(75, 149, 48)","(97, 102, 60)","(34, 105, 102)","(177, 165, 90)","(26, 125, 177)"
1286,23207027,"(0, 0, 0)","(0, 0, 0)","(63, 48, 38)","(12, 101, 63)","(126, 109, 89)","(16, 75, 126)"
1287,26074170,"(23, 7, 7)","(0, 177, 23)","(146, 48, 47)","(0, 173, 146)","(220, 207, 204)","(6, 19, 220)"
1288,29056083,"(193, 154, 84)","(19, 144, 193)","(232, 218, 143)","(25, 98, 232)","(54, 45, 34)","(17, 94, 54)"
1289,18584855,"(14, 4, 6)","(174, 182, 14)","(134, 34, 41)","(178, 190, 134)","(167, 167, 168)","(120, 2, 168)"
1290,25203675,"(10, 10, 32)","(120, 175, 32)","(94, 54, 58)","(177, 109, 94)","(182, 106, 90)","(5, 129, 182)"
1291,17927395,"(51, 45, 59)","(133, 61, 59)","(22, 80, 136)","(105, 214, 136)","(173, 181, 194)","(109, 28, 194)"
1292,15768409,"(50, 45, 41)","(13, 46, 50)","(109, 112, 104)","(41, 18, 112)","(167, 187, 183)","(84, 27, 187)"
1293,23164983,"(61, 59, 60)","(165, 8, 61)","(124, 124, 127)","(120, 6, 127)","(196, 197, 200)","(113, 5, 200)"
1294,17899356,"(30, 22, 21)","(3, 77, 30)","(224, 222, 220)","(15, 5, 224)","(119, 95, 93)","(2, 56, 119)"
1295,18243700,"(39, 40, 54)","(118, 71, 54)","(68, 126, 169)","(103, 152, 169)","(163, 207, 230)","(100, 74, 230)"
1296,11408650,"(34, 34, 30)","(30, 30, 34)","(79, 76, 65)","(24, 45, 79)","(146, 146, 128)","(30, 31, 146)"
1297,10194157,"(107, 122, 123)","(92, 33, 123)","(37, 28, 29)","(177, 62, 37)","(185, 193, 194)","(93, 12, 194)"
1298,23174274,"(181, 203, 214)","(100, 39, 214)","(150, 176, 189)","(100, 53, 189)","(49, 49, 51)","(120, 10, 51)"
1299,17342700,"(40, 25, 31)","(168, 96, 40)","(104, 76, 103)","(151, 69, 104)","(207, 189, 189)","(0, 22, 207)"
1300,16000044,"(33, 23, 18)","(10, 116, 33)","(90, 84, 74)","(19, 45, 90)","(194, 180, 154)","(20, 53, 194)"
1301,13206900,"(26, 21, 39)","(128, 118, 39)","(65, 57, 113)","(124, 126, 113)","(198, 151, 177)","(163, 61, 198)"
1302,13206828,"(24, 12, 42)","(132, 182, 42)","(100, 77, 113)","(139, 81, 113)","(189, 178, 190)","(148, 16, 190)"
1303,13206760,"(18, 15, 36)","(124, 149, 36)","(144, 27, 32)","(179, 207, 144)","(114, 115, 134)","(119, 38, 134)"
1304,25558608,"(217, 226, 236)","(106, 21, 236)","(44, 51, 77)","(114, 109, 77)","(120, 135, 169)","(111, 74, 169)"
1305,22299763,"(14, 11, 10)","(8, 73, 14)","(132, 118, 88)","(20, 85, 132)","(190, 176, 142)","(21, 64, 190)"
1306,28588345,"(14, 17, 33)","(115, 147, 33)","(62, 66, 82)","(114, 62, 82)","(152, 150, 149)","(10, 5, 152)"
1307,17465467,"(32, 42, 40)","(84, 61, 42)","(87, 127, 145)","(99, 102, 145)","(165, 199, 221)","(102, 65, 221)"
1308,16034235,"(49, 47, 52)","(132, 25, 52)","(100, 97, 108)","(128, 26, 108)","(156, 161, 175)","(112, 28, 175)"
1309,20983362,"(24, 62, 66)","(93, 162, 66)","(107, 131, 135)","(94, 53, 135)","(217, 222, 221)","(84, 6, 222)"
1310,25817407,"(206, 212, 205)","(56, 8, 212)","(154, 160, 144)","(41, 26, 160)","(101, 78, 55)","(15, 116, 101)"
1311,13722513,"(6, 3, 12)","(130, 191, 12)","(197, 202, 199)","(72, 6, 202)","(107, 57, 88)","(161, 119, 107)"
1312,22328546,"(234, 240, 245)","(104, 11, 245)","(189, 200, 208)","(103, 23, 208)","(73, 64, 66)","(173, 31, 73)"
1313,27272506,"(174, 168, 163)","(14, 16, 174)","(99, 97, 98)","(165, 5, 99)","(23, 21, 24)","(140, 32, 24)"
1314,22294935,"(20, 23, 30)","(111, 85, 30)","(102, 115, 126)","(104, 49, 126)","(172, 183, 191)","(103, 25, 191)"
1315,25494343,"(8, 33, 37)","(94, 200, 37)","(44, 87, 87)","(90, 126, 87)","(152, 170, 159)","(72, 27, 170)"
1316,41899,"(196, 36, 26)","(2, 221, 196)","(233, 167, 82)","(17, 165, 233)","(236, 231, 230)","(5, 6, 236)"
1317,23308084,"(114, 160, 230)","(108, 129, 230)","(169, 154, 146)","(10, 35, 169)","(120, 53, 41)","(5, 168, 120)"
1318,20560137,"(145, 125, 93)","(18, 91, 145)","(48, 42, 36)","(15, 64, 48)","(216, 204, 169)","(22, 55, 216)"
1319,23381014,"(140, 90, 62)","(11, 142, 140)","(55, 32, 21)","(10, 158, 55)","(195, 173, 142)","(18, 69, 195)"
1320,23381012,"(39, 29, 20)","(14, 124, 39)","(112, 92, 67)","(17, 102, 112)","(176, 162, 134)","(20, 61, 176)"
1321,23846013,"(136, 142, 136)","(60, 11, 142)","(202, 209, 204)","(69, 9, 209)","(71, 75, 71)","(60, 14, 75)"
1322,18798983,"(252, 36, 76)","(174, 219, 252)","(42, 22, 14)","(9, 170, 42)","(209, 106, 40)","(12, 206, 209)"
1323,26860475,"(28, 25, 20)","(19, 73, 28)","(218, 205, 190)","(16, 33, 218)","(129, 110, 94)","(14, 69, 129)"
1324,6304335,"(15, 15, 16)","(120, 16, 16)","(61, 56, 65)","(137, 35, 65)","(167, 95, 173)","(148, 115, 173)"
1325,23734628,"(246, 214, 142)","(21, 108, 246)","(56, 173, 242)","(101, 196, 242)","(110, 34, 27)","(3, 192, 110)"
1326,24885636,"(150, 145, 133)","(21, 29, 150)","(95, 113, 114)","(92, 42, 114)","(205, 197, 185)","(18, 25, 205)"
1327,22910900,"(49, 50, 59)","(117, 43, 59)","(49, 174, 214)","(97, 197, 214)","(224, 233, 224)","(60, 10, 233)"
1328,34,"(33, 37, 22)","(38, 103, 37)","(97, 95, 73)","(28, 63, 97)","(191, 182, 154)","(23, 49, 191)"
1329,12067,"(11, 8, 6)","(12, 116, 11)","(201, 177, 138)","(19, 80, 201)","(103, 93, 78)","(18, 62, 103)"
1330,49011,"(10, 5, 5)","(0, 128, 10)","(242, 238, 202)","(27, 42, 242)","(182, 24, 23)","(0, 223, 182)"
1331,20518872,"(36, 65, 98)","(106, 161, 98)","(90, 112, 132)","(104, 81, 132)","(182, 197, 155)","(41, 54, 197)"
1332,11,"(71, 55, 84)","(137, 88, 84)","(233, 236, 177)","(32, 64, 236)","(146, 152, 122)","(36, 50, 152)"
1333,17455811,"(247, 242, 249)","(141, 7, 249)","(174, 154, 196)","(134, 55, 196)","(75, 42, 117)","(133, 163, 117)"
1334,13450339,"(38, 29, 22)","(13, 107, 38)","(100, 82, 72)","(11, 71, 100)","(191, 173, 154)","(15, 49, 191)"
1335,9413044,"(232, 217, 205)","(13, 30, 232)","(171, 68, 72)","(179, 154, 171)","(33, 23, 27)","(168, 77, 33)"
1336,15985348,"(49, 63, 37)","(46, 105, 63)","(149, 71, 78)","(177, 133, 149)","(202, 187, 102)","(26, 126, 202)"
1337,16156293,"(39, 46, 72)","(114, 117, 72)","(182, 185, 205)","(116, 29, 205)","(109, 115, 139)","(114, 55, 139)"
1338,13257637,"(20, 18, 27)","(127, 85, 27)","(216, 210, 195)","(21, 25, 216)","(125, 110, 121)","(158, 31, 125)"
1339,13362536,"(16, 23, 26)","(99, 98, 26)","(75, 94, 98)","(95, 60, 98)","(196, 173, 167)","(6, 38, 196)"
1340,13047090,"(32, 31, 50)","(122, 97, 50)","(79, 76, 109)","(123, 77, 109)","(151, 140, 164)","(134, 37, 164)"
1341,8685612,"(235, 214, 215)","(179, 23, 235)","(189, 118, 138)","(172, 96, 189)","(90, 25, 51)","(168, 184, 90)"
1342,7747064,"(235, 232, 240)","(131, 9, 240)","(189, 183, 201)","(130, 23, 201)","(126, 119, 143)","(129, 43, 143)"
1343,6644117,"(214, 226, 224)","(85, 14, 226)","(121, 150, 144)","(84, 49, 150)","(22, 40, 37)","(85, 115, 40)"
1344,12567090,"(72, 95, 97)","(92, 66, 97)","(19, 42, 47)","(95, 152, 47)","(149, 151, 152)","(100, 5, 152)"
1345,13494086,"(19, 20, 38)","(118, 127, 38)","(68, 78, 112)","(113, 100, 112)","(190, 172, 180)","(167, 24, 190)"
1346,13484401,"(47, 40, 8)","(25, 212, 47)","(114, 99, 34)","(24, 179, 114)","(195, 177, 96)","(25, 129, 195)"
1347,12872294,"(51, 57, 76)","(113, 84, 76)","(100, 103, 120)","(116, 43, 120)","(180, 177, 181)","(143, 6, 181)"
1348,28449150,"(11, 19, 19)","(90, 107, 19)","(73, 84, 82)","(85, 33, 84)","(174, 182, 169)","(48, 18, 182)"
1349,27774758,"(98, 88, 73)","(18, 65, 98)","(43, 39, 36)","(13, 42, 43)","(182, 158, 103)","(21, 111, 182)"
1350,15993203,"(10, 11, 13)","(110, 59, 13)","(211, 216, 224)","(108, 15, 224)","(85, 90, 99)","(109, 36, 99)"
1351,13528340,"(50, 15, 23)","(173, 179, 50)","(76, 128, 159)","(101, 133, 159)","(216, 229, 234)","(98, 20, 234)"
1352,22544764,"(218, 206, 151)","(25, 78, 218)","(59, 55, 44)","(22, 65, 59)","(152, 142, 97)","(25, 92, 152)"
1353,18335634,"(49, 29, 26)","(4, 120, 49)","(115, 91, 83)","(8, 71, 115)","(182, 159, 145)","(11, 52, 182)"
1354,14061957,"(42, 14, 16)","(178, 170, 42)","(136, 38, 47)","(177, 184, 136)","(205, 180, 169)","(9, 45, 205)"
1355,18360128,"(149, 144, 130)","(22, 33, 149)","(221, 216, 209)","(18, 14, 221)","(42, 42, 34)","(30, 49, 42)"
1356,7728889,"(32, 28, 37)","(133, 62, 37)","(79, 74, 94)","(128, 54, 94)","(189, 179, 165)","(18, 32, 189)"
1357,21570318,"(22, 57, 37)","(73, 157, 57)","(107, 118, 106)","(58, 26, 118)","(200, 202, 197)","(42, 6, 202)"
1358,23437156,"(23, 26, 32)","(110, 72, 32)","(101, 115, 125)","(103, 49, 125)","(174, 186, 192)","(100, 24, 192)"
1359,17399160,"(159, 144, 128)","(15, 50, 159)","(61, 55, 64)","(140, 36, 64)","(238, 226, 203)","(20, 38, 238)"
1360,20443235,"(112, 42, 37)","(2, 171, 112)","(35, 19, 16)","(5, 138, 35)","(216, 176, 161)","(8, 65, 216)"
1361,10572,"(166, 119, 47)","(18, 183, 166)","(227, 188, 110)","(20, 131, 227)","(109, 45, 19)","(9, 211, 109)"
1362,9361589,"(9, 6, 9)","(150, 85, 9)","(225, 222, 222)","(0, 3, 225)","(112, 89, 94)","(173, 52, 112)"
1363,385742,"(48, 25, 8)","(13, 213, 48)","(101, 64, 20)","(16, 204, 101)","(213, 179, 110)","(20, 123, 213)"
1364,12680907,"(68, 133, 177)","(102, 157, 177)","(156, 167, 183)","(108, 38, 183)","(71, 73, 103)","(118, 79, 103)"
1365,6137154,"(163, 61, 60)","(0, 161, 163)","(99, 30, 41)","(175, 178, 99)","(190, 124, 107)","(6, 111, 190)"
1366,3432478,"(9, 7, 9)","(150, 57, 9)","(100, 19, 22)","(179, 207, 100)","(144, 145, 147)","(110, 5, 147)"
1367,100915,"(46, 32, 20)","(14, 144, 46)","(105, 88, 62)","(18, 104, 105)","(173, 153, 108)","(21, 96, 173)"
1368,12974693,"(48, 65, 88)","(107, 116, 88)","(84, 130, 162)","(102, 123, 162)","(206, 219, 230)","(104, 27, 230)"
1369,92717,"(69, 95, 93)","(88, 70, 95)","(25, 27, 27)","(90, 19, 27)","(126, 153, 143)","(79, 45, 153)"
1370,12751687,"(31, 31, 31)","(0, 0, 31)","(91, 91, 89)","(30, 6, 91)","(177, 177, 176)","(30, 1, 177)"
1371,8789318,"(104, 82, 76)","(6, 69, 104)","(164, 131, 113)","(11, 79, 164)","(53, 40, 45)","(168, 63, 53)"
1372,10345708,"(110, 122, 91)","(42, 65, 122)","(35, 37, 36)","(75, 14, 37)","(169, 176, 140)","(36, 52, 176)"
1373,19549841,"(62, 48, 68)","(141, 75, 68)","(117, 109, 114)","(161, 17, 117)","(190, 184, 171)","(21, 25, 190)"
1374,23128304,"(18, 35, 39)","(96, 137, 39)","(177, 69, 57)","(3, 173, 177)","(239, 228, 204)","(21, 37, 239)"
1375,28186,"(52, 14, 10)","(3, 206, 52)","(127, 59, 26)","(10, 203, 127)","(210, 139, 71)","(15, 169, 210)"
1376,16248223,"(64, 15, 15)","(0, 195, 64)","(117, 93, 42)","(20, 163, 117)","(172, 148, 91)","(21, 120, 172)"
1377,4703450,"(235, 221, 186)","(21, 53, 235)","(135, 126, 144)","(135, 32, 144)","(48, 30, 80)","(131, 159, 80)"
1378,68488,"(180, 123, 81)","(13, 140, 180)","(231, 203, 181)","(13, 55, 231)","(94, 54, 40)","(8, 146, 94)"
1379,45112,"(31, 85, 66)","(79, 162, 85)","(239, 206, 47)","(25, 205, 239)","(130, 114, 47)","(24, 163, 130)"
1380,6617506,"(38, 19, 12)","(8, 174, 38)","(115, 91, 64)","(16, 113, 115)","(217, 191, 149)","(19, 80, 217)"
1381,20873804,"(225, 225, 225)","(0, 0, 225)","(46, 55, 57)","(95, 49, 57)","(133, 135, 135)","(90, 4, 135)"
1382,18401393,"(224, 149, 74)","(15, 171, 224)","(187, 72, 43)","(6, 196, 187)","(78, 25, 24)","(1, 177, 78)"
1383,1116393,"(247, 246, 245)","(15, 2, 247)","(94, 17, 14)","(1, 217, 94)","(174, 138, 112)","(13, 91, 174)"
1384,17317908,"(12, 6, 5)","(4, 149, 12)","(107, 77, 68)","(7, 93, 107)","(202, 192, 184)","(13, 23, 202)"
1385,11543195,"(63, 50, 35)","(16, 113, 63)","(167, 126, 73)","(17, 144, 167)","(220, 207, 175)","(21, 52, 220)"
1386,29923707,"(7, 6, 7)","(150, 36, 7)","(56, 37, 29)","(9, 123, 56)","(110, 92, 75)","(15, 81, 110)"
1387,16130760,"(66, 50, 54)","(173, 62, 66)","(130, 73, 85)","(174, 112, 130)","(219, 201, 204)","(175, 21, 219)"
1388,28260402,"(250, 246, 241)","(17, 9, 250)","(225, 166, 106)","(15, 135, 225)","(118, 96, 75)","(15, 93, 118)"
1389,33832888,"(11, 20, 42)","(111, 188, 42)","(34, 85, 140)","(106, 193, 140)","(109, 194, 226)","(98, 132, 226)"
1390,17455815,"(238, 248, 250)","(95, 12, 250)","(139, 196, 206)","(94, 83, 206)","(31, 124, 136)","(93, 197, 136)"
1391,20256261,"(18, 13, 10)","(11, 113, 18)","(131, 102, 56)","(18, 146, 131)","(232, 207, 123)","(23, 120, 232)"
1392,10445208,"(63, 31, 33)","(178, 130, 63)","(142, 92, 81)","(5, 110, 142)","(223, 169, 160)","(4, 72, 223)"
1393,13630171,"(99, 91, 79)","(18, 52, 99)","(32, 30, 26)","(20, 48, 32)","(186, 177, 158)","(20, 38, 186)"
1394,23381006,"(55, 39, 24)","(15, 144, 55)","(125, 95, 67)","(14, 118, 125)","(198, 176, 148)","(17, 64, 198)"
1395,18712886,"(10, 8, 5)","(18, 128, 10)","(67, 53, 28)","(19, 148, 67)","(137, 119, 75)","(21, 115, 137)"
1396,21936988,"(72, 125, 124)","(89, 108, 125)","(29, 19, 24)","(165, 88, 29)","(191, 201, 164)","(38, 47, 201)"
1397,20643052,"(21, 20, 29)","(123, 79, 29)","(146, 93, 65)","(10, 141, 146)","(21, 75, 117)","(103, 209, 117)"
1398,13644055,"(53, 129, 126)","(89, 150, 129)","(183, 199, 191)","(75, 21, 199)","(156, 125, 108)","(11, 78, 156)"
1399,21416690,"(75, 101, 91)","(78, 66, 101)","(41, 67, 67)","(90, 99, 67)","(182, 158, 39)","(25, 200, 182)"
1400,13641721,"(13, 10, 8)","(12, 98, 13)","(79, 73, 63)","(19, 52, 79)","(167, 153, 129)","(19, 58, 167)"
1401,12886110,"(48, 38, 25)","(17, 122, 48)","(232, 222, 164)","(26, 75, 232)","(148, 123, 73)","(20, 129, 148)"
1402,20446140,"(19, 16, 22)","(135, 70, 22)","(126, 91, 66)","(13, 121, 126)","(206, 170, 124)","(17, 101, 206)"
1403,13573795,"(18, 14, 13)","(6, 71, 18)","(99, 77, 71)","(6, 72, 99)","(195, 163, 154)","(7, 54, 195)"
1404,13223520,"(20, 15, 15)","(0, 64, 20)","(107, 88, 86)","(3, 50, 107)","(232, 214, 205)","(10, 30, 232)"
1405,16282066,"(183, 124, 100)","(9, 116, 183)","(213, 200, 172)","(20, 49, 213)","(67, 55, 94)","(129, 106, 94)"
1406,11808950,"(74, 29, 35)","(176, 155, 74)","(127, 114, 119)","(168, 26, 127)","(191, 196, 208)","(111, 21, 208)"
1407,9659607,"(27, 38, 66)","(112, 151, 66)","(212, 218, 231)","(111, 21, 231)","(120, 129, 152)","(112, 54, 152)"
1408,6443015,"(32, 35, 27)","(41, 58, 35)","(112, 113, 95)","(32, 41, 113)","(200, 212, 211)","(88, 14, 212)"
1409,3975774,"(19, 12, 22)","(141, 116, 22)","(74, 51, 84)","(141, 100, 84)","(144, 125, 162)","(135, 58, 162)"
1410,42899,"(120, 16, 18)","(179, 221, 120)","(175, 41, 45)","(179, 195, 175)","(218, 174, 172)","(1, 54, 218)"
1411,7541858,"(25, 29, 15)","(39, 123, 29)","(198, 201, 114)","(31, 110, 201)","(115, 110, 57)","(27, 129, 115)"
1412,8534899,"(31, 23, 22)","(3, 74, 31)","(112, 84, 75)","(7, 84, 112)","(208, 203, 200)","(11, 10, 208)"
1413,6339664,"(27, 27, 27)","(0, 0, 27)","(101, 100, 101)","(150, 3, 101)","(176, 176, 175)","(30, 1, 176)"
1414,6528333,"(13, 11, 12)","(165, 39, 13)","(233, 234, 233)","(60, 1, 234)","(124, 118, 119)","(175, 12, 124)"
1415,601238,"(193, 124, 82)","(11, 147, 193)","(95, 48, 30)","(8, 174, 95)","(246, 222, 176)","(20, 73, 246)"
1416,35910868,"(30, 40, 26)","(51, 89, 40)","(96, 101, 84)","(39, 43, 101)","(201, 185, 149)","(21, 66, 201)"
1417,28810197,"(32, 47, 46)","(88, 81, 47)","(84, 156, 153)","(89, 118, 156)","(169, 196, 192)","(86, 35, 196)"
1418,30364791,"(20, 35, 42)","(100, 134, 42)","(232, 241, 245)","(99, 14, 245)","(38, 153, 190)","(97, 204, 190)"
1419,27827203,"(232, 241, 246)","(101, 15, 246)","(47, 39, 54)","(136, 71, 54)","(146, 137, 153)","(137, 27, 153)"
1420,31304181,"(43, 42, 32)","(27, 65, 43)","(110, 101, 70)","(23, 93, 110)","(189, 180, 141)","(24, 65, 189)"
1421,29069989,"(205, 159, 60)","(20, 180, 205)","(237, 224, 139)","(26, 105, 237)","(65, 49, 32)","(15, 129, 65)"
1422,30989088,"(37, 37, 36)","(30, 7, 37)","(123, 106, 92)","(14, 64, 123)","(192, 186, 178)","(17, 19, 192)"
1423,26075798,"(15, 14, 17)","(130, 45, 17)","(77, 75, 83)","(128, 25, 83)","(186, 188, 200)","(116, 18, 200)"
1424,29233804,"(19, 23, 28)","(107, 82, 28)","(104, 115, 125)","(104, 43, 125)","(201, 139, 35)","(19, 211, 201)"
